"date","number of sims","sample size","chooser","chooser_params","prior.i","prior.j","prior.k","prior.l","power","ENS"
2024-07-17,100,512,"balanced",NA,100,100,3,1,0.831683168316832,0.589515006188119
2024-07-17,100,2,"thomper",NA,100,100,3,1,0,0.712871287128713
2024-07-17,100,4,"thomper",NA,100,100,3,1,0,0.732673267326733
2024-07-17,100,8,"thomper",NA,100,100,3,1,0,0.732673267326733
2024-07-17,100,16,"thomper",NA,100,100,3,1,0,0.744430693069307
2024-07-17,100,32,"thomper",NA,100,100,3,1,0.0099009900990099,0.752475247524752
2024-07-17,100,64,"thomper",NA,100,100,3,1,0.0693069306930693,0.752784653465347
2024-07-17,100,128,"thomper",NA,100,100,3,1,0.0891089108910891,0.761061262376238
2024-07-17,100,256,"thomper",NA,100,100,3,1,0.099009900990099,0.766282487623762
2024-07-17,100,512,"thomper",NA,100,100,3,1,0.108910891089109,0.764580754950495
2024-07-17,100,2,"DTL",0,100,100,3,1,0,0.663366336633663
2024-07-17,100,4,"DTL",0,100,100,3,1,0,0.653465346534653
2024-07-17,100,8,"DTL",0,100,100,3,1,0,0.636138613861386
2024-07-17,100,16,"DTL",0,100,100,3,1,0.0891089108910891,0.634282178217822
2024-07-17,100,32,"DTL",0,100,100,3,1,0.316831683168317,0.637066831683168
2024-07-17,100,64,"DTL",0,100,100,3,1,0.514851485148515,0.655321782178218
2024-07-17,100,128,"DTL",0,100,100,3,1,0.633663366336634,0.662438118811881
2024-07-17,100,256,"DTL",0,100,100,3,1,0.752475247524752,0.668703589108911
2024-07-17,100,512,"DTL",0,100,100,3,1,0.841584158415841,0.678082456683168
2024-07-17,100,2,"DTL",2,100,100,3,1,0,0.594059405940594
2024-07-17,100,4,"DTL",2,100,100,3,1,0,0.591584158415842
2024-07-17,100,8,"DTL",2,100,100,3,1,0.0396039603960396,0.622524752475248
2024-07-17,100,16,"DTL",2,100,100,3,1,0.108910891089109,0.621905940594059
2024-07-17,100,32,"DTL",2,100,100,3,1,0.346534653465347,0.637066831683168
2024-07-17,100,64,"DTL",2,100,100,3,1,0.524752475247525,0.639232673267327
2024-07-17,100,128,"DTL",2,100,100,3,1,0.673267326732673,0.650216584158416
2024-07-17,100,256,"DTL",2,100,100,3,1,0.772277227722772,0.664952042079208
2024-07-17,100,512,"DTL",2,100,100,3,1,0.831683168316832,0.677018873762376
2024-07-17,100,2,"DTL",6,100,100,3,1,0,0.564356435643564
2024-07-17,100,4,"DTL",6,100,100,3,1,0,0.596534653465347
2024-07-17,100,8,"DTL",6,100,100,3,1,0.0099009900990099,0.606435643564356
2024-07-17,100,16,"DTL",6,100,100,3,1,0.128712871287129,0.619430693069307
2024-07-17,100,32,"DTL",6,100,100,3,1,0.346534653465347,0.624690594059406
2024-07-17,100,64,"DTL",6,100,100,3,1,0.524752475247525,0.634127475247525
2024-07-17,100,128,"DTL",6,100,100,3,1,0.673267326732673,0.647354579207921
2024-07-17,100,256,"DTL",6,100,100,3,1,0.782178217821782,0.656133972772277
2024-07-17,100,512,"DTL",6,100,100,3,1,0.851485148514851,0.663965810643564
2024-07-17,100,2,"DBCD",0,100,100,3,1,0,0.618811881188119
2024-07-17,100,4,"DBCD",0,100,100,3,1,0,0.599009900990099
2024-07-17,100,8,"DBCD",0,100,100,3,1,0.0198019801980198,0.618811881188119
2024-07-17,100,16,"DBCD",0,100,100,3,1,0.158415841584158,0.660891089108911
2024-07-17,100,32,"DBCD",0,100,100,3,1,0.396039603960396,0.691522277227723
2024-07-17,100,64,"DBCD",0,100,100,3,1,0.594059405940594,0.709467821782178
2024-07-17,100,128,"DBCD",0,100,100,3,1,0.722772277227723,0.711014851485148
2024-07-17,100,256,"DBCD",0,100,100,3,1,0.831683168316832,0.716236076732673
2024-07-17,100,512,"DBCD",0,100,100,3,1,0.861386138613861,0.718169863861386
2024-07-17,100,2,"DBCD",2,100,100,3,1,0,0.594059405940594
2024-07-17,100,4,"DBCD",2,100,100,3,1,0,0.623762376237624
2024-07-17,100,8,"DBCD",2,100,100,3,1,0,0.658415841584158
2024-07-17,100,16,"DBCD",2,100,100,3,1,0.138613861386139,0.678836633663366
2024-07-17,100,32,"DBCD",2,100,100,3,1,0.297029702970297,0.689975247524752
2024-07-17,100,64,"DBCD",2,100,100,3,1,0.455445544554455,0.70157797029703
2024-07-17,100,128,"DBCD",2,100,100,3,1,0.693069306930693,0.702815594059406
2024-07-17,100,256,"DBCD",2,100,100,3,1,0.821782178217822,0.700688428217822
2024-07-17,100,512,"DBCD",2,100,100,3,1,0.881188118811881,0.702815594059406
2024-07-17,100,2,"DBCD",4,100,100,3,1,0,0.618811881188119
2024-07-17,100,4,"DBCD",4,100,100,3,1,0,0.633663366336634
2024-07-17,100,8,"DBCD",4,100,100,3,1,0,0.663366336633663
2024-07-17,100,16,"DBCD",4,100,100,3,1,0.0792079207920792,0.698638613861386
2024-07-17,100,32,"DBCD",4,100,100,3,1,0.227722772277228,0.715346534653465
2024-07-17,100,64,"DBCD",4,100,100,3,1,0.465346534653465,0.726485148514851
2024-07-17,100,128,"DBCD",4,100,100,3,1,0.683168316831683,0.729115099009901
2024-07-17,100,256,"DBCD",4,100,100,3,1,0.821782178217822,0.728728341584158
2024-07-17,100,512,"DBCD",4,100,100,3,1,0.881188118811881,0.728496287128713
2024-07-17,100,2,"tw_foo",0.5,100,100,3,1,0,0.658415841584159
2024-07-17,100,4,"tw_foo",0.5,100,100,3,1,0,0.668316831683168
2024-07-17,100,8,"tw_foo",0.5,100,100,3,1,0,0.686881188118812
2024-07-17,100,16,"tw_foo",0.5,100,100,3,1,0.0396039603960396,0.683787128712871
2024-07-17,100,32,"tw_foo",0.5,100,100,3,1,0.138613861386139,0.701113861386139
2024-07-17,100,64,"tw_foo",0.5,100,100,3,1,0.188118811881188,0.709003712871287
2024-07-17,100,128,"tw_foo",0.5,100,100,3,1,0.287128712871287,0.723313737623762
2024-07-17,100,256,"tw_foo",0.5,100,100,3,1,0.316831683168317,0.726949257425743
2024-07-17,100,512,"tw_foo",0.5,100,100,3,1,0.376237623762376,0.731706373762376
2024-07-17,100,2,"balanced",NA,1,1,1,1,0,0.485148514851485
2024-07-17,100,4,"balanced",NA,1,1,1,1,0,0.5
2024-07-17,100,8,"balanced",NA,1,1,1,1,0.0693069306930693,0.506188118811881
2024-07-17,100,16,"balanced",NA,1,1,1,1,0.267326732673267,0.527846534653465
2024-07-17,100,32,"balanced",NA,1,1,1,1,0.415841584158416,0.510210396039604
2024-07-17,100,64,"balanced",NA,1,1,1,1,0.584158415841584,0.50990099009901
2024-07-17,100,128,"balanced",NA,1,1,1,1,0.712871287128713,0.50727103960396
2024-07-17,100,256,"balanced",NA,1,1,1,1,0.841584158415842,0.507155012376238
2024-07-17,100,512,"balanced",NA,1,1,1,1,0.891089108910891,0.508605352722772
2024-07-17,100,2,"thomper",NA,1,1,1,1,0,0.50990099009901
2024-07-17,100,4,"thomper",NA,1,1,1,1,0,0.571782178217822
2024-07-17,100,8,"thomper",NA,1,1,1,1,0,0.573019801980198
2024-07-17,100,16,"thomper",NA,1,1,1,1,0.0792079207920792,0.605816831683168
2024-07-17,100,32,"thomper",NA,1,1,1,1,0.168316831683168,0.619121287128713
2024-07-17,100,64,"thomper",NA,1,1,1,1,0.267326732673267,0.63644801980198
2024-07-17,100,128,"thomper",NA,1,1,1,1,0.405940594059406,0.649907178217822
2024-07-17,100,256,"thomper",NA,1,1,1,1,0.524752475247525,0.656366027227723
2024-07-17,100,512,"thomper",NA,1,1,1,1,0.633663366336634,0.663540377475247
2024-07-17,100,2,"DTL",0,1,1,1,1,0,0.465346534653465
2024-07-17,100,4,"DTL",0,1,1,1,1,0,0.465346534653465
2024-07-17,100,8,"DTL",0,1,1,1,1,0.0594059405940594,0.467821782178218
2024-07-17,100,16,"DTL",0,1,1,1,1,0.168316831683168,0.483910891089109
2024-07-17,100,32,"DTL",0,1,1,1,1,0.415841584158416,0.501856435643564
2024-07-17,100,64,"DTL",0,1,1,1,1,0.544554455445545,0.513923267326733
2024-07-17,100,128,"DTL",0,1,1,1,1,0.712871287128713,0.527846534653465
2024-07-17,100,256,"DTL",0,1,1,1,1,0.762376237623762,0.538327660891089
2024-07-17,100,512,"DTL",0,1,1,1,1,0.831683168316832,0.544709158415842
2024-07-17,100,2,"DTL",2,1,1,1,1,0,0.455445544554456
2024-07-17,100,4,"DTL",2,1,1,1,1,0,0.497524752475248
2024-07-17,100,8,"DTL",2,1,1,1,1,0.0495049504950495,0.5
2024-07-17,100,16,"DTL",2,1,1,1,1,0.188118811881188,0.525990099009901
2024-07-17,100,32,"DTL",2,1,1,1,1,0.326732673267327,0.536509900990099
2024-07-17,100,64,"DTL",2,1,1,1,1,0.554455445544555,0.547184405940594
2024-07-17,100,128,"DTL",2,1,1,1,1,0.653465346534653,0.558787128712871
2024-07-17,100,256,"DTL",2,1,1,1,1,0.742574257425742,0.570699257425742
2024-07-17,100,512,"DTL",2,1,1,1,1,0.861386138613861,0.579614016089109
2024-07-17,100,2,"DTL",6,1,1,1,1,0,0.5
2024-07-17,100,4,"DTL",6,1,1,1,1,0,0.51980198019802
2024-07-17,100,8,"DTL",6,1,1,1,1,0.0396039603960396,0.51980198019802
2024-07-17,100,16,"DTL",6,1,1,1,1,0.178217821782178,0.545173267326733
2024-07-17,100,32,"DTL",6,1,1,1,1,0.445544554455446,0.53960396039604
2024-07-17,100,64,"DTL",6,1,1,1,1,0.544554455445545,0.553836633663366
2024-07-17,100,128,"DTL",6,1,1,1,1,0.653465346534653,0.563814975247525
2024-07-17,100,256,"DTL",6,1,1,1,1,0.792079207920792,0.574528155940594
2024-07-17,100,512,"DTL",6,1,1,1,1,0.841584158415841,0.581199721534653
2024-07-17,100,2,"DBCD",0,1,1,1,1,0,0.544554455445545
2024-07-17,100,4,"DBCD",0,1,1,1,1,0,0.556930693069307
2024-07-17,100,8,"DBCD",0,1,1,1,1,0.0495049504950495,0.586633663366337
2024-07-17,100,16,"DBCD",0,1,1,1,1,0.168316831683168,0.609529702970297
2024-07-17,100,32,"DBCD",0,1,1,1,1,0.396039603960396,0.623143564356436
2024-07-17,100,64,"DBCD",0,1,1,1,1,0.534653465346534,0.630569306930693
2024-07-17,100,128,"DBCD",0,1,1,1,1,0.712871287128713,0.635906559405941
2024-07-17,100,256,"DBCD",0,1,1,1,1,0.792079207920792,0.637879022277228
2024-07-17,100,512,"DBCD",0,1,1,1,1,0.831683168316832,0.639522741336634
2024-07-17,100,2,"DBCD",2,1,1,1,1,0,0.495049504950495
2024-07-17,100,4,"DBCD",2,1,1,1,1,0,0.51980198019802
2024-07-17,100,8,"DBCD",2,1,1,1,1,0.00990099009900991,0.555693069306931
2024-07-17,100,16,"DBCD",2,1,1,1,1,0.148514851485149,0.55259900990099
2024-07-17,100,32,"DBCD",2,1,1,1,1,0.396039603960396,0.574876237623762
2024-07-17,100,64,"DBCD",2,1,1,1,1,0.633663366336634,0.583075495049505
2024-07-17,100,128,"DBCD",2,1,1,1,1,0.702970297029703,0.58748452970297
2024-07-17,100,256,"DBCD",2,1,1,1,1,0.792079207920792,0.588219368811881
2024-07-17,100,512,"DBCD",2,1,1,1,1,0.900990099009901,0.588683477722772
2024-07-17,100,2,"DBCD",4,1,1,1,1,0,0.534653465346535
2024-07-17,100,4,"DBCD",4,1,1,1,1,0,0.517326732673267
2024-07-17,100,8,"DBCD",4,1,1,1,1,0,0.573019801980198
2024-07-17,100,16,"DBCD",4,1,1,1,1,0.128712871287129,0.593440594059406
2024-07-17,100,32,"DBCD",4,1,1,1,1,0.336633663366337,0.604269801980198
2024-07-17,100,64,"DBCD",4,1,1,1,1,0.603960396039604,0.610457920792079
2024-07-17,100,128,"DBCD",4,1,1,1,1,0.693069306930693,0.615021658415842
2024-07-17,100,256,"DBCD",4,1,1,1,1,0.752475247524752,0.620320235148515
2024-07-17,100,512,"DBCD",4,1,1,1,1,0.871287128712871,0.620668316831683
2024-07-17,100,2,"tw_foo",0.5,1,1,1,1,0,0.554455445544555
2024-07-17,100,4,"tw_foo",0.5,1,1,1,1,0,0.556930693069307
2024-07-17,100,8,"tw_foo",0.5,1,1,1,1,0.0396039603960396,0.576732673267327
2024-07-17,100,16,"tw_foo",0.5,1,1,1,1,0.207920792079208,0.588490099009901
2024-07-17,100,32,"tw_foo",0.5,1,1,1,1,0.346534653465347,0.604579207920792
2024-07-17,100,64,"tw_foo",0.5,1,1,1,1,0.534653465346534,0.627011138613861
2024-07-17,100,128,"tw_foo",0.5,1,1,1,1,0.633663366336633,0.635983910891089
2024-07-17,100,256,"tw_foo",0.5,1,1,1,1,0.752475247524753,0.649597772277228
2024-07-17,100,512,"tw_foo",0.5,1,1,1,1,0.821782178217822,0.657236231435643
2024-07-17,100,2,"balanced",NA,1,1,100,100,0,0.47029702970297
2024-07-17,100,4,"balanced",NA,1,1,100,100,0,0.482673267326733
2024-07-17,100,8,"balanced",NA,1,1,100,100,0,0.495049504950495
2024-07-17,100,16,"balanced",NA,1,1,100,100,0.108910891089109,0.487623762376238
2024-07-17,100,32,"balanced",NA,1,1,100,100,0.336633663366337,0.487623762376238
2024-07-17,100,64,"balanced",NA,1,1,100,100,0.514851485148515,0.486850247524752
2024-07-17,100,128,"balanced",NA,1,1,100,100,0.673267326732673,0.479579207920792
2024-07-17,100,256,"balanced",NA,1,1,100,100,0.742574257425742,0.480971534653465
2024-07-17,100,512,"balanced",NA,1,1,100,100,0.861386138613861,0.480314047029703
2024-07-17,100,2,"thomper",NA,1,1,100,100,0,0.465346534653465
2024-07-17,100,4,"thomper",NA,1,1,100,100,0,0.495049504950495
2024-07-17,100,8,"thomper",NA,1,1,100,100,0.0198019801980198,0.561881188118812
2024-07-17,100,16,"thomper",NA,1,1,100,100,0.0594059405940594,0.583539603960396
2024-07-17,100,32,"thomper",NA,1,1,100,100,0.0792079207920792,0.590346534653465
2024-07-17,100,64,"thomper",NA,1,1,100,100,0.118811881188119,0.597308168316832
2024-07-17,100,128,"thomper",NA,1,1,100,100,0.227722772277228,0.609761757425743
2024-07-17,100,256,"thomper",NA,1,1,100,100,0.425742574257426,0.616568688118812
2024-07-17,100,512,"thomper",NA,1,1,100,100,0.495049504950495,0.618985922029703
2024-07-17,100,2,"DTL",0,1,1,100,100,0,0.495049504950495
2024-07-17,100,4,"DTL",0,1,1,100,100,0,0.487623762376238
2024-07-17,100,8,"DTL",0,1,1,100,100,0.0099009900990099,0.475247524752475
2024-07-17,100,16,"DTL",0,1,1,100,100,0.108910891089109,0.484529702970297
2024-07-17,100,32,"DTL",0,1,1,100,100,0.287128712871287,0.504641089108911
2024-07-17,100,64,"DTL",0,1,1,100,100,0.405940594059406,0.510983910891089
2024-07-17,100,128,"DTL",0,1,1,100,100,0.574257425742575,0.516939975247525
2024-07-17,100,256,"DTL",0,1,1,100,100,0.693069306930693,0.526106126237624
2024-07-17,100,512,"DTL",0,1,1,100,100,0.821782178217822,0.532739016089109
2024-07-17,100,2,"DTL",2,1,1,100,100,0,0.544554455445545
2024-07-17,100,4,"DTL",2,1,1,100,100,0,0.537128712871287
2024-07-17,100,8,"DTL",2,1,1,100,100,0.0099009900990099,0.514851485148515
2024-07-17,100,16,"DTL",2,1,1,100,100,0.099009900990099,0.507425742574257
2024-07-17,100,32,"DTL",2,1,1,100,100,0.257425742574257,0.517945544554455
2024-07-17,100,64,"DTL",2,1,1,100,100,0.415841584158416,0.517017326732673
2024-07-17,100,128,"DTL",2,1,1,100,100,0.524752475247525,0.52289603960396
2024-07-17,100,256,"DTL",2,1,1,100,100,0.613861386138614,0.523398824257426
2024-07-17,100,512,"DTL",2,1,1,100,100,0.742574257425743,0.527401763613861
2024-07-17,100,2,"DTL",6,1,1,100,100,0,0.51980198019802
2024-07-17,100,4,"DTL",6,1,1,100,100,0,0.472772277227723
2024-07-17,100,8,"DTL",6,1,1,100,100,0.0297029702970297,0.495049504950495
2024-07-17,100,16,"DTL",6,1,1,100,100,0.108910891089109,0.498762376237624
2024-07-17,100,32,"DTL",6,1,1,100,100,0.297029702970297,0.49845297029703
2024-07-17,100,64,"DTL",6,1,1,100,100,0.534653465346535,0.503248762376238
2024-07-17,100,128,"DTL",6,1,1,100,100,0.653465346534653,0.513227103960396
2024-07-17,100,256,"DTL",6,1,1,100,100,0.762376237623762,0.523901608910891
2024-07-17,100,512,"DTL",6,1,1,100,100,0.821782178217822,0.530128403465347
2024-07-17,100,2,"DBCD",0,1,1,100,100,0,0.400990099009901
2024-07-17,100,4,"DBCD",0,1,1,100,100,0,0.413366336633663
2024-07-17,100,8,"DBCD",0,1,1,100,100,0.0099009900990099,0.459158415841584
2024-07-17,100,16,"DBCD",0,1,1,100,100,0.0792079207920792,0.459777227722772
2024-07-17,100,32,"DBCD",0,1,1,100,100,0.267326732673267,0.469678217821782
2024-07-17,100,64,"DBCD",0,1,1,100,100,0.445544554455446,0.479733910891089
2024-07-17,100,128,"DBCD",0,1,1,100,100,0.663366336633663,0.485457920792079
2024-07-17,100,256,"DBCD",0,1,1,100,100,0.801980198019802,0.492419554455445
2024-07-17,100,512,"DBCD",0,1,1,100,100,0.841584158415842,0.497950185643564
2024-07-17,100,2,"DBCD",2,1,1,100,100,0,0.455445544554456
2024-07-17,100,4,"DBCD",2,1,1,100,100,0,0.475247524752475
2024-07-17,100,8,"DBCD",2,1,1,100,100,0,0.495049504950495
2024-07-17,100,16,"DBCD",2,1,1,100,100,0.0099009900990099,0.501237623762376
2024-07-17,100,32,"DBCD",2,1,1,100,100,0.148514851485149,0.506806930693069
2024-07-17,100,64,"DBCD",2,1,1,100,100,0.455445544554455,0.502475247524752
2024-07-17,100,128,"DBCD",2,1,1,100,100,0.643564356435644,0.513072400990099
2024-07-17,100,256,"DBCD",2,1,1,100,100,0.742574257425742,0.520536819306931
2024-07-17,100,512,"DBCD",2,1,1,100,100,0.881188118811881,0.520227413366337
2024-07-17,100,2,"DBCD",4,1,1,100,100,0,0.475247524752475
2024-07-17,100,4,"DBCD",4,1,1,100,100,0,0.48019801980198
2024-07-17,100,8,"DBCD",4,1,1,100,100,0,0.495049504950495
2024-07-17,100,16,"DBCD",4,1,1,100,100,0.0297029702970297,0.510519801980198
2024-07-17,100,32,"DBCD",4,1,1,100,100,0.188118811881188,0.512376237623762
2024-07-17,100,64,"DBCD",4,1,1,100,100,0.405940594059406,0.515934405940594
2024-07-17,100,128,"DBCD",4,1,1,100,100,0.584158415841584,0.527150371287129
2024-07-17,100,256,"DBCD",4,1,1,100,100,0.712871287128713,0.529470915841584
2024-07-17,100,512,"DBCD",4,1,1,100,100,0.762376237623762,0.530998607673267
2024-07-17,100,2,"tw_foo",0.5,1,1,100,100,0,0.50990099009901
2024-07-17,100,4,"tw_foo",0.5,1,1,100,100,0,0.504950495049505
2024-07-17,100,8,"tw_foo",0.5,1,1,100,100,0,0.507425742574257
2024-07-17,100,16,"tw_foo",0.5,1,1,100,100,0.0792079207920792,0.522277227722772
2024-07-17,100,32,"tw_foo",0.5,1,1,100,100,0.207920792079208,0.537128712871287
2024-07-17,100,64,"tw_foo",0.5,1,1,100,100,0.336633663366337,0.557549504950495
2024-07-17,100,128,"tw_foo",0.5,1,1,100,100,0.455445544554455,0.575804455445544
2024-07-17,100,256,"tw_foo",0.5,1,1,100,100,0.534653465346535,0.583230198019802
2024-07-17,100,512,"tw_foo",0.5,1,1,100,100,0.643564356435644,0.587194461633663
2024-07-17,100,2,"balanced",NA,1,1,100,1,0,0.856435643564356
2024-07-17,100,4,"balanced",NA,1,1,100,1,0,0.806930693069307
2024-07-17,100,8,"balanced",NA,1,1,100,1,0.158415841584158,0.784653465346535
2024-07-17,100,16,"balanced",NA,1,1,100,1,0.346534653465347,0.77289603960396
2024-07-17,100,32,"balanced",NA,1,1,100,1,0.574257425742574,0.765779702970297
2024-07-17,100,64,"balanced",NA,1,1,100,1,0.762376237623762,0.76299504950495
2024-07-17,100,128,"balanced",NA,1,1,100,1,0.831683168316831,0.762144183168317
2024-07-17,100,256,"balanced",NA,1,1,100,1,0.910891089108911,0.761680074257426
2024-07-17,100,512,"balanced",NA,1,1,100,1,0.95049504950495,0.762762995049505
2024-07-17,100,2,"thomper",NA,1,1,100,1,0,0.975247524752475
2024-07-17,100,4,"thomper",NA,1,1,100,1,0,0.98019801980198
2024-07-17,100,8,"thomper",NA,1,1,100,1,0,0.981435643564357
2024-07-17,100,16,"thomper",NA,1,1,100,1,0,0.981435643564356
2024-07-17,100,32,"thomper",NA,1,1,100,1,0.0891089108910891,0.978032178217822
2024-07-17,100,64,"thomper",NA,1,1,100,1,0.198019801980198,0.978496287128713
2024-07-17,100,128,"thomper",NA,1,1,100,1,0.386138613861386,0.978264232673267
2024-07-17,100,256,"thomper",NA,1,1,100,1,0.584158415841584,0.978612314356436
2024-07-17,100,512,"thomper",NA,1,1,100,1,0.712871287128713,0.979579207920792
2024-07-17,100,2,"DTL",0,1,1,100,1,0,0.752475247524752
2024-07-17,100,4,"DTL",0,1,1,100,1,0,0.75
2024-07-17,100,8,"DTL",0,1,1,100,1,0.198019801980198,0.746287128712871
2024-07-17,100,16,"DTL",0,1,1,100,1,0.455445544554455,0.767945544554455
2024-07-17,100,32,"DTL",0,1,1,100,1,0.663366336633663,0.791460396039604
2024-07-17,100,64,"DTL",0,1,1,100,1,0.821782178217822,0.821008663366337
2024-07-17,100,128,"DTL",0,1,1,100,1,0.871287128712871,0.839650371287129
2024-07-17,100,256,"DTL",0,1,1,100,1,0.930693069306931,0.864364170792079
2024-07-17,100,512,"DTL",0,1,1,100,1,0.95049504950495,0.887666305693069
2024-07-17,100,2,"DTL",2,1,1,100,1,0,0.742574257425742
2024-07-17,100,4,"DTL",2,1,1,100,1,0,0.757425742574257
2024-07-17,100,8,"DTL",2,1,1,100,1,0.158415841584158,0.763613861386139
2024-07-17,100,16,"DTL",2,1,1,100,1,0.475247524752475,0.766089108910891
2024-07-17,100,32,"DTL",2,1,1,100,1,0.653465346534653,0.784344059405941
2024-07-17,100,64,"DTL",2,1,1,100,1,0.841584158415842,0.815748762376238
2024-07-17,100,128,"DTL",2,1,1,100,1,0.930693069306931,0.84011448019802
2024-07-17,100,256,"DTL",2,1,1,100,1,0.96039603960396,0.86509900990099
2024-07-17,100,512,"DTL",2,1,1,100,1,0.97029702970297,0.888014387376238
2024-07-17,100,2,"DTL",6,1,1,100,1,0,0.752475247524752
2024-07-17,100,4,"DTL",6,1,1,100,1,0,0.732673267326732
2024-07-17,100,8,"DTL",6,1,1,100,1,0.168316831683168,0.758663366336634
2024-07-17,100,16,"DTL",6,1,1,100,1,0.396039603960396,0.77970297029703
2024-07-17,100,32,"DTL",6,1,1,100,1,0.594059405940594,0.795173267326733
2024-07-17,100,64,"DTL",6,1,1,100,1,0.801980198019802,0.820235148514851
2024-07-17,100,128,"DTL",6,1,1,100,1,0.881188118811881,0.844214108910891
2024-07-17,100,256,"DTL",6,1,1,100,1,0.920792079207921,0.870204207920792
2024-07-17,100,512,"DTL",6,1,1,100,1,0.95049504950495,0.892017326732673
2024-07-17,100,2,"DBCD",0,1,1,100,1,0,0.732673267326733
2024-07-17,100,4,"DBCD",0,1,1,100,1,0,0.732673267326733
2024-07-17,100,8,"DBCD",0,1,1,100,1,0.0792079207920792,0.79950495049505
2024-07-17,100,16,"DBCD",0,1,1,100,1,0.475247524752475,0.863861386138614
2024-07-17,100,32,"DBCD",0,1,1,100,1,0.623762376237624,0.907178217821782
2024-07-17,100,64,"DBCD",0,1,1,100,1,0.792079207920792,0.936417079207921
2024-07-17,100,128,"DBCD",0,1,1,100,1,0.871287128712871,0.952196782178218
2024-07-17,100,256,"DBCD",0,1,1,100,1,0.900990099009901,0.961440284653465
2024-07-17,100,512,"DBCD",0,1,1,100,1,0.940594059405941,0.966081373762376
2024-07-17,100,2,"DBCD",2,1,1,100,1,0,0.727722772277228
2024-07-17,100,4,"DBCD",2,1,1,100,1,0,0.727722772277228
2024-07-17,100,8,"DBCD",2,1,1,100,1,0.0198019801980198,0.831683168316832
2024-07-17,100,16,"DBCD",2,1,1,100,1,0.386138613861386,0.893564356435644
2024-07-17,100,32,"DBCD",2,1,1,100,1,0.475247524752475,0.930383663366337
2024-07-17,100,64,"DBCD",2,1,1,100,1,0.782178217821782,0.950649752475248
2024-07-17,100,128,"DBCD",2,1,1,100,1,0.881188118811881,0.961633663366337
2024-07-17,100,256,"DBCD",2,1,1,100,1,0.930693069306931,0.967280321782178
2024-07-17,100,512,"DBCD",2,1,1,100,1,0.96039603960396,0.970355043316832
2024-07-17,100,2,"DBCD",4,1,1,100,1,0,0.727722772277228
2024-07-17,100,4,"DBCD",4,1,1,100,1,0,0.73019801980198
2024-07-17,100,8,"DBCD",4,1,1,100,1,0,0.837871287128713
2024-07-17,100,16,"DBCD",4,1,1,100,1,0.336633663366337,0.902227722772277
2024-07-17,100,32,"DBCD",4,1,1,100,1,0.386138613861386,0.935334158415842
2024-07-17,100,64,"DBCD",4,1,1,100,1,0.792079207920792,0.952196782178218
2024-07-17,100,128,"DBCD",4,1,1,100,1,0.900990099009901,0.961092202970297
2024-07-17,100,256,"DBCD",4,1,1,100,1,0.97029702970297,0.964147586633663
2024-07-17,100,512,"DBCD",4,1,1,100,1,0.97029702970297,0.96693224009901
2024-07-17,100,2,"tw_foo",0.5,1,1,100,1,0,0.96039603960396
2024-07-17,100,4,"tw_foo",0.5,1,1,100,1,0,0.96039603960396
2024-07-17,100,8,"tw_foo",0.5,1,1,100,1,0,0.957920792079208
2024-07-17,100,16,"tw_foo",0.5,1,1,100,1,0.0099009900990099,0.961014851485148
